2026-07-24 14:16:29.158 | INFO     | app.core.log:setup_logging:37 - 日志初始化完成
2026-07-24 19:35:00.078 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:00.086 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:00.093 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:00.101 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:00.111 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:00.118 | INFO     | app.agents.orchestrator:run_chain:102 - Agent 链路执行完成
2026-07-24 19:35:00.120 | INFO     | app.routers.agents:run_agents:29 - Agent 链路执行完毕
2026-07-24 19:35:06.247 | INFO     | app.routers.human_gate:submit_review:58 - 人工审核完成
2026-07-24 19:35:30.179 | INFO     | app.core.log:setup_logging:37 - 日志初始化完成
2026-07-24 19:35:30.179 | INFO     | app.main:lifespan:29 - 应用启动
2026-07-24 19:35:30.235 | INFO     | app.main:lifespan:32 - 数据库表初始化完成
2026-07-24 19:35:30.235 | INFO     | app.main:lifespan:36 - 事件总线已就绪
2026-07-24 19:35:37.141 | INFO     | app.routers.cases:create_case:43 - 新建报案
2026-07-24 19:35:39.199 | INFO     | app.agents.orchestrator:run_chain:55 - 开始执行 Agent 链路
2026-07-24 19:35:39.212 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:39.222 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:39.231 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:39.240 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:39.249 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:39.257 | INFO     | app.agents.base:complete_trace:49 - Agent 执行完成
2026-07-24 19:35:39.263 | INFO     | app.agents.orchestrator:run_chain:102 - Agent 链路执行完成
2026-07-24 19:35:39.264 | INFO     | app.routers.agents:run_agents:30 - Agent 链路执行完毕
2026-07-24 19:35:47.454 | INFO     | app.routers.human_gate:submit_review:58 - 人工审核完成
